date,year,prices,market_caps,total_volumes,v_porcentual_d
2018-02-04,2018,941.803,91725607014.4353,1878004123.5207362,2.9699149063182384
2018-02-05,2018,834.889,81329819333.7154,1882681773.9790668,-11.352055578502085
2018-02-06,2018,684.313,66675677460.41152,2941430688.7490797,-18.03545141929047
2018-02-07,2018,785.739,76574516020.88303,5021975963.611412,14.821580183337169
2018-02-08,2018,751.888,73290929917.86972,2635662719.4442654,-4.308173579267416
2018-02-09,2018,807.823,78759712266.80615,2256661883.3019075,7.4392728704274935
2018-02-10,2018,871.327,84968804616.78447,1609823406.4155498,7.8611279946225965
2018-02-11,2018,854.35,83330877020.24867,1811750053.1438994,-1.9484074291282072
2018-02-12,2018,817.291,79732678121.41658,1606757570.924482,-4.337683619125643
2018-02-13,2018,862.749,84185155652.77072,1342080234.6450908,5.562033596356741
2018-02-14,2018,833.779,81375375877.96892,1215799275.6549883,-3.3578711769008174
2018-02-15,2018,915.077,89328231140.60481,1659598861.037234,9.750545408315636
2018-02-16,2018,928.294,90637629785.66489,1674187629.7427762,1.444359327138578
2018-02-17,2018,934.677,91279135809.19406,1274489447.9994729,0.6876054353470051
2018-02-18,2018,964.277,94190008583.4062,1331103327.3327596,3.1668694105022377
2018-02-19,2018,915.092,89404389580.2483,1443742228.731157,-5.100712761996817
2018-02-20,2018,928.29,90713108252.71552,1113969168.9102838,1.4422593575290854
2018-02-21,2018,902.969,88256609941.35635,1376504167.75521,-2.727703627099276
2018-02-22,2018,809.13,79118626282.25874,1249190216.7073753,-10.392272602935437
2018-02-23,2018,812.447,79442544254.30933,1255677307.494043,0.40994648573158265
2018-02-24,2018,864.67,84567348658.27484,1553348119.733452,6.427865448453862
2018-02-25,2018,828.723,81068136131.60957,1133793473.7387242,-4.15730856858686
2018-02-26,2018,842.628,82445384433.1456,971919367.4852569,1.6778827183510092
2018-02-27,2018,863.65,84519903484.51317,1273600054.5671887,2.494813844306143
2018-02-28,2018,869.263,85086932065.08655,1185779363.0730155,0.6499160539570559
2018-03-01,2018,846.365,82862945950.985,1088578648.6068828,-2.634185511174414
2018-03-02,2018,855.679,83792455743.35178,1046744161.7080027,1.1004708370502048
2018-03-03,2018,850.443,83297136123.66147,1065182064.2918291,-0.6119117098818627
2018-03-04,2018,844.255,82708301723.55193,968839520.3151623,-0.7276207811693469
2018-03-05,2018,843.757,82676499793.85762,921438207.058072,-0.05898691745978013
2018-03-06,2018,840.151,82340571913.28821,996644678.1014967,-0.4273742321545204
2018-03-07,2018,808.449,79250313700.00667,1163651036.9598706,-3.7733693109929023
2018-03-08,2018,752.593,73790376421.96692,1517892302.80913,-6.909031985938507
2018-03-09,2018,699.19,68568491974.3163,1253573581.5186775,-7.095867221725404
2018-03-10,2018,710.892,69730146644.19576,1559125766.2324708,1.6736509389436272
2018-03-11,2018,684.934,67198010840.67886,1019304765.7600274,-3.651468858842144
