date,prices,market_caps,total_volumes
2021-01-05,1.7509000000000001,5193325.774885025,12582828.723461315
2021-01-06,1.7509000000000001,5193325.774885025,12582828.723461315
2021-01-07,1.7604000000000002,5667691.609360571,6423586.093912635
2021-01-08,1.4268,4586996.157827637,2079384.121384696
2021-01-09,1.4954,4803312.257938731,1086874.8490877978
2021-01-10,0.845,2728719.816341152,1119290.0976459014
2021-01-11,0.9955,3216775.302110387,566395.6703483281
2021-01-12,0.8932,2865817.823184506,159321.0071216152
2021-01-13,0.8302,2659361.2625465486,161473.64724186447
2021-01-14,1.0554000000000001,3367904.432519941,313532.6102690141
2021-01-15,1.0769,3418068.7848715847,596906.0317340387
2021-01-16,0.9535,3061676.4003600613,128644.3747470737
2021-01-17,0.8835000000000001,2855813.41881406,172983.08504657654
2021-01-18,0.7758,6889235.632986919,145481.87613947096
2021-01-19,0.7911,6954148.213200837,307001.0958724403
2021-01-20,0.8712000000000001,7679713.0220706,206887.86212155572
2021-01-21,0.7817000000000001,6914900.994510031,171677.64718389115
2021-01-22,0.6131,5492554.314058194,142237.16586283132
2021-01-23,0.6334000000000001,5591096.061756206,134417.25562757792
2021-01-24,0.7742,6848073.871231097,895644.9456444817
2021-01-25,1.3753,12162866.209006058,3032187.2670182474
2021-01-26,1.0524,9344765.823503695,401782.5704384214
2021-01-27,1.8837000000000002,16672800.302340701,5832696.37363441
2021-01-28,1.5461,13629666.736110166,339189.3536282685
2021-01-29,1.383,12315638.104627768,1001428.6648648651
2021-01-30,1.4299,12688985.860507652,524309.992507723
2021-01-31,1.3856,12274278.534617355,480699.6823854356
2021-02-01,1.9588,17579716.31118049,2285058.9020807557
2021-02-02,2.9688,26355834.941170327,4963666.324185459
2021-02-03,2.8523,25648561.900813278,4380157.478139101
2021-02-04,3.0767,27257705.691575833,2466434.734418689
2021-02-05,2.6338,24113035.00269735,2262744.8747225855
2021-02-06,2.932,26127684.173541658,2918531.5246228785
2021-02-07,2.6469,23558542.728401292,2110569.019159183
2021-02-08,2.5158,22346925.648477018,1766515.3902838938
2021-02-09,2.6832000000000003,23713914.70721722,2060486.620499557
2021-02-10,2.5213,22316138.56934493,1589810.9117871493
2021-02-11,2.163,19454759.24405055,1059016.3968504455
2021-02-12,2.2709,31277276.870073788,1368718.8382237745
2021-02-13,2.3401,32401022.57829829,2380373.5783064556
2021-02-14,2.5336,34112061.05625659,1899792.0154048803
2021-02-15,2.4732,34390632.03513136,1503723.9390764115
2021-02-16,2.5639000000000003,35684874.82995737,1843761.4895634772
2021-02-17,2.6499,36809712.63309075,1863848.7569448021
2021-02-18,2.1876,30420169.28026765,2080025.835634324
2021-02-19,2.1371,29408699.107612494,1706223.8715463355
2021-02-20,1.7386,24133677.525314726,1765872.8269648247
